"UID","PUBLICATION_DATE","SITE_ID","DATE_COL","VISIT_NO","PSTL_CODE","LAT_DD83","LON_DD83","AG_ECO3","AG_ECO9","EPA_REG","STATE","CHEM_NOT_COLLECTED","WCHL_NOT_COLLECTED","LAB","MATRIX","SAM_CODE","CHEM_DATE_RECEIVED","CHEM_LAB_SAMPLE_ID","AMMONIA_N_BATCH_ID","AMMONIA_N_DATE_ANALYZED","AMMONIA_N_DILUTION_FACTOR","AMMONIA_N_HOLDING_TIME","AMMONIA_N_MDL","AMMONIA_N_NARS_FLAG","AMMONIA_N_QA_FLAG","AMMONIA_N_RESULT","AMMONIA_N_RL","AMMONIA_N_UNITS","ANC_BATCH_ID","ANC_DATE_ANALYZED","ANC_HOLDING_TIME","ANC_MDL","ANC_NARS_FLAG","ANC_QA_FLAG","ANC_RESULT","ANC_RL","ANC_UNITS","CALCIUM_BATCH_ID","CALCIUM_DATE_ANALYZED","CALCIUM_DILUTION_FACTOR","CALCIUM_HOLDING_TIME","CALCIUM_MDL","CALCIUM_NARS_FLAG","CALCIUM_QA_FLAG","CALCIUM_RESULT","CALCIUM_RL","CALCIUM_UNITS","CHLORIDE_BATCH_ID","CHLORIDE_DATE_ANALYZED","CHLORIDE_DILUTION_FACTOR","CHLORIDE_HOLDING_TIME","CHLORIDE_MDL","CHLORIDE_NARS_FLAG","CHLORIDE_QA_FLAG","CHLORIDE_RESULT","CHLORIDE_RL","CHLORIDE_UNITS","COLOR_BATCH_ID","COLOR_DATE_ANALYZED","COLOR_HOLDING_TIME","COLOR_MDL","COLOR_NARS_FLAG","COLOR_QA_FLAG","COLOR_RESULT","COLOR_RL","COLOR_UNITS","COND_BATCH_ID","COND_DATE_ANALYZED","COND_HOLDING_TIME","COND_MDL","COND_NARS_FLAG","COND_QA_FLAG","COND_RESULT","COND_RL","COND_UNITS","DOC_BATCH_ID","DOC_DATE_ANALYZED","DOC_DILUTION_FACTOR","DOC_HOLDING_TIME","DOC_MDL","DOC_NARS_FLAG","DOC_QA_FLAG","DOC_RESULT","DOC_RL","DOC_UNITS","MAGNESIUM_BATCH_ID","MAGNESIUM_DATE_ANALYZED","MAGNESIUM_DILUTION_FACTOR","MAGNESIUM_HOLDING_TIME","MAGNESIUM_MDL","MAGNESIUM_NARS_FLAG","MAGNESIUM_QA_FLAG","MAGNESIUM_RESULT","MAGNESIUM_RL","MAGNESIUM_UNITS","NITRATE_N_BATCH_ID","NITRATE_N_DATE_ANALYZED","NITRATE_N_DILUTION_FACTOR","NITRATE_N_HOLDING_TIME","NITRATE_N_MDL","NITRATE_N_NARS_FLAG","NITRATE_N_QA_FLAG","NITRATE_N_RESULT","NITRATE_N_RL","NITRATE_N_UNITS","NITRATE_NITRITE_N_BATCH_ID","NITRATE_NITRITE_N_DATE_ANALYZED","NITRATE_NITRITE_N_HOLDING_TIME","NITRATE_NITRITE_N_MDL","NITRATE_NITRITE_N_NARS_FLAG","NITRATE_NITRITE_N_QA_FLAG","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RL","NITRATE_NITRITE_N_UNITS","NITRITE_N_BATCH_ID","NITRITE_N_DATE_ANALYZED","NITRITE_N_DILUTION_FACTOR","NITRITE_N_HOLDING_TIME","NITRITE_N_MDL","NITRITE_N_NARS_FLAG","NITRITE_N_QA_FLAG","NITRITE_N_RESULT","NITRITE_N_RL","NITRITE_N_UNITS","NTL_BATCH_ID","NTL_DATE_ANALYZED","NTL_DISS_BATCH_ID","NTL_DISS_DATE_ANALYZED","NTL_DISS_HOLDING_TIME","NTL_DISS_MDL","NTL_DISS_NARS_FLAG","NTL_DISS_QA_FLAG","NTL_DISS_RESULT","NTL_DISS_UNITS","NTL_HOLDING_TIME","NTL_MDL","NTL_NARS_FLAG","NTL_QA_FLAG","NTL_RESULT","NTL_RL","NTL_UNITS","PH_BATCH_ID","PH_DATE_ANALYZED","PH_HOLDING_TIME","PH_NARS_FLAG","PH_QA_FLAG","PH_RESULT","PH_UNITS","POTASSIUM_BATCH_ID","POTASSIUM_DATE_ANALYZED","POTASSIUM_DILUTION_FACTOR","POTASSIUM_HOLDING_TIME","POTASSIUM_MDL","POTASSIUM_NARS_FLAG","POTASSIUM_QA_FLAG","POTASSIUM_RESULT","POTASSIUM_RL","POTASSIUM_UNITS","PTL_BATCH_ID","PTL_DATE_ANALYZED","PTL_DISS_BATCH_ID","PTL_DISS_DATE_ANALYZED","PTL_DISS_HOLDING_TIME","PTL_DISS_MDL","PTL_DISS_NARS_FLAG","PTL_DISS_QA_FLAG","PTL_DISS_RESULT","PTL_DISS_UNITS","PTL_HOLDING_TIME","PTL_MDL","PTL_NARS_FLAG","PTL_QA_FLAG","PTL_RESULT","PTL_RL","PTL_UNITS","SILICA_BATCH_ID","SILICA_DATE_ANALYZED","SILICA_HOLDING_TIME","SILICA_MDL","SILICA_NARS_FLAG","SILICA_QA_FLAG","SILICA_RESULT","SILICA_RL","SILICA_UNITS","SODIUM_BATCH_ID","SODIUM_DATE_ANALYZED","SODIUM_DILUTION_FACTOR","SODIUM_HOLDING_TIME","SODIUM_MDL","SODIUM_NARS_FLAG","SODIUM_QA_FLAG","SODIUM_RESULT","SODIUM_RL","SODIUM_UNITS","SULFATE_BATCH_ID","SULFATE_DATE_ANALYZED","SULFATE_DILUTION_FACTOR","SULFATE_HOLDING_TIME","SULFATE_MDL","SULFATE_NARS_FLAG","SULFATE_QA_FLAG","SULFATE_RESULT","SULFATE_RL","SULFATE_UNITS","TKN_BATCH_ID","TKN_DATE_ANALYZED","TKN_HOLDING_TIME","TKN_MDL","TKN_NARS_FLAG","TKN_QA_FLAG","TKN_RESULT","TKN_RL","TKN_UNITS","TSS_BATCH_ID","TSS_DATE_ANALYZED","TSS_HOLDING_TIME","TSS_MDL","TSS_NARS_FLAG","TSS_QA_FLAG","TSS_RESULT","TSS_RL","TSS_UNITS","TURB_BATCH_ID","TURB_DATE_ANALYZED","TURB_HOLDING_TIME","TURB_MDL","TURB_NARS_FLAG","TURB_QA_FLAG","TURB_RESULT","TURB_RL","TURB_UNITS","WCHL_DATE_RECEIVED","WCHL_LAB_SAMPLE_ID","CHLA_BATCH_ID","CHLA_DATE_ANALYZED","CHLA_HOLDING_TIME","CHLA_MDL","CHLA_NARS_FLAG","CHLA_RESULT","CHLA_RL","CHLA_UNITS","CHLA_VOLUME_FILTERED","PHEO_BATCH_ID","PHEO_DATE_ANALYZED","PHEO_HOLDING_TIME","PHEO_NARS_FLAG","PHEO_RESULT","PHEO_RL"
2013513,"4/28/2021","NRS18_WI_10049","9/17/2018",1,"WI",44.47031526,-90.86880828,"PLNLOW","UMW","Region_05","WI","","","WSLOH","WATER","REGULAR",1,0,"142380","10/4/2018",NA,17,0.015,"","",0.015,0.048,"mg N/L","142023","10/1/2018",13,10,"","",440,NA,"uEQ/L","141410","9/25/2018",NA,7,0.1,"L",">L",10.5,0.3,"mg/L","141872","9/27/2018",NA,10,0.155,"L",">L",8.07,0.5,"mg/L","141097","9/19/2018",2,5,"L",">L",30,5,"APHA PT-CO","141164","9/20/2018",3,10,"L",">L",129,10,"uS/cm","141081","9/19/2018",NA,2,0.4,"L",">L",3.13,1.3,"mg/L","141410","9/25/2018",NA,7,0.1,"L",">L",3.77,0.3,"mg/L","142380","10/4/2018",NA,17,0.3,"L",">L",2.67,1,"mg N/L","142380","10/4/2018",17,0.036,"L",">L",2.68,0.12,"mg N/L","141112","9/19/2018",NA,1,0.05,"ND","ND","",0.15,"","143658","10/19/2018",NA,"",NA,NA,"","",NA,"",32,0.075,"L",">L",3.16,0.25,"mg N/L","141164","9/20/2018",3,"","",7.55,"Std. Units","141410","9/25/2018",NA,7,0.1,"L",">L",3.11,0.3,"mg/L","142198","10/4/2018",NA,"",NA,NA,"","",NA,"",16,5,"L",">L",139,16,"ug/L","141449","9/25/2018",7,0.1,"L",">L",16.6,0.32,"mg/L","141410","9/25/2018",NA,7,0.1,"L",">L",3.8,0.3,"mg/L","141872","9/27/2018",NA,9,0.16,"L",">L",7.75,0.5,"mg/L","","",NA,NA,"","","",NA,"","140989","9/19/2018",1,2,"ND","ND","",2,"","141098","9/19/2018",2,0.1,"L",">L",4.36,0.1,"NTU","9/18/2018","","142306","10/4/2018",17,NA,"Q","0.767",NA,"",200,"","",NA,"","",NA
2013514,"4/28/2021","NRS18_IL_10023","9/17/2018",1,"IL",42.25850327,-90.28275489,"PLNLOW","UMW","Region_05","IL","","","WRS","WATER","REGULAR",1,0,"181002.1","10/2/2018",NA,15,0.001,"","",0.019,0.004,"mg N/L","180918.1","9/18/2018",1,NA,"","",5909.44,NA,"uEQ/L","5119.1","2/20/2019",NA,156,0.012,"","",71.332,0.024,"mg/L","180921.1","9/21/2018",NA,4,0.003,"","",17.233,0.005,"mg/L","180918","9/18/2018",1,NA,"","",10,NA,"APHA PT-CO","180918.1","9/18/2018",1,NA,"","",637.4,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,14,0.026,"","",1.77,0.2,"mg/L","5119.1","2/20/2019",NA,156,0.001,"","",41.382,0.002,"mg/L","180921.1","9/21/2018",NA,4,2e-04,"","",4.3869,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,4,1e-04,"ND","MDL (0.0001)","",0.001,"","181010.1","10/10/2018",181002.1,"10/2/2018",15,0.008,"","",4.681,"mg N/L",23,0.008,"","",4.775,0.02,"mg N/L","180918.1","9/18/2018",1,"","",8.4,"Std. Units","5119.1","2/20/2019",NA,156,0.027,"","",2.445,0.054,"mg/L","180927.1","9/27/2018",181002.1,"10/2/2018",15,0.5,"","",69.406,"ug/L",10,0.5,"","",107.211,4,"ug/L","180921.1","9/21/2018",4,0.003,"","",9.403,0.01,"mg/L","5119.1","2/20/2019",NA,156,0.003,"","",7.739,0.006,"mg/L","180921.1","9/21/2018",NA,4,0.001,"","",17.822,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",2,NA,"","","8.8",2,"mg/L","180918.1","9/18/2018",1,NA,"","",6.95,1,"NTU","9/18/2018","","181015.1","10/15/2018",28,0.24,"","8.67",NA,"ug/L",450,"","",NA,"","",NA
2013515,"4/28/2021","NRS18_MS_10022","9/17/2018",1,"MS",32.49958921,-90.80185682,"PLNLOW","CPL","Region_04","MS","","","WRS","WATER","REGULAR",1,0,"181002.1","10/2/2018",NA,15,0.001,"","",0.028,0.004,"mg N/L","180918.1","9/18/2018",1,NA,"","",686.78,NA,"uEQ/L","5119.1","2/20/2019",NA,156,0.012,"","",8.55,0.024,"mg/L","180921.1","9/21/2018",NA,4,0.003,"","",3.488,0.005,"mg/L","180918","9/18/2018",1,NA,"","",20,NA,"APHA PT-CO","180918.1","9/18/2018",1,NA,"","",99,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,14,0.026,"","",5.43,0.2,"mg/L","5119.1","2/20/2019",NA,156,0.001,"","",2.819,0.002,"mg/L","180921.1","9/21/2018",NA,4,2e-04,"","",0.2128,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,4,1e-04,"","","0.0073",0.001,"mg N/L","180927.1","9/27/2018",181002.1,"10/2/2018",15,0.008,"","",0.569,"mg N/L",10,0.008,"","",0.731,0.02,"mg N/L","180918.1","9/18/2018",1,"","",7.66,"Std. Units","5119.1","2/20/2019",NA,156,0.027,"","",4.233,0.054,"mg/L","180927.1","9/27/2018",181002.1,"10/2/2018",15,0.5,"","",53.484,"ug/L",10,0.5,"","",168.336,4,"ug/L","180921.1","9/21/2018",4,0.003,"","",6.746,0.01,"mg/L","5119.1","2/20/2019",NA,156,0.003,"","",4.932,0.006,"mg/L","180921.1","9/21/2018",NA,4,0.001,"","",5.257,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",2,NA,"","","30.6",2,"mg/L","180918.1","9/18/2018",1,NA,"","",37.19,1,"NTU","9/18/2018","","181004.1","10/4/2018",17,0.24,"","23.2",NA,"ug/L",250,"","",NA,"","",NA
2013516,"4/28/2021","NRS18_NJ_10007","9/17/2018",1,"NJ",40.75796391,-74.16350611,"EHIGH","SAP","Region_02","NJ","","","WRS","WATER","REGULAR",1,0,"181002.2","10/2/2018",NA,15,0.001,"","",0.077,0.004,"mg N/L","180919.1","9/19/2018",2,NA,"","",1588.78,NA,"uEQ/L","5119.1","2/20/2019",NA,156,0.012,"","",40.559,0.024,"mg/L","180921.1","9/21/2018",NA,4,0.003,"","",362.028,0.005,"mg/L","180919","9/19/2018",2,NA,"","",15,NA,"APHA PT-CO","180919.1","9/19/2018",2,NA,"","",1476.6,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,14,0.026,"","",4.1,0.2,"mg/L","5119.1","2/20/2019",NA,156,0.001,"","",25.059,0.002,"mg/L","180921.1","9/21/2018",NA,4,2e-04,"","",1.7799,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,4,1e-04,"","","0.0019",0.001,"mg N/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.008,"","",2.125,"mg N/L",10,0.008,"","",2.394,0.02,"mg N/L","180919.1","9/19/2018",2,"","",8.07,"Std. Units","5119.1","2/20/2019",NA,156,0.027,"","",7.896,0.054,"mg/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.5,"","",119.006,"ug/L",10,0.5,"","",179.586,4,"ug/L","180921.2","9/21/2018",4,0.003,"","",11.356,0.01,"mg/L","5119.1","2/20/2019",NA,156,0.003,"","",177.67,0.006,"mg/L","180921.1","9/21/2018",NA,4,0.001,"","",51.463,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",2,NA,"","","8.4",2,"mg/L","180919.1","9/19/2018",2,NA,"","",5.15,1,"NTU","9/19/2018","","181015.1","10/15/2018",28,0.24,"","7.63",NA,"ug/L",750,"","",NA,"","",NA
2013517,"4/28/2021","NRS18_NJ_11083","9/17/2018",1,"NJ",40.85890253,-74.11904238,"EHIGH","SAP","Region_02","NJ","","","WRS","WATER","REGULAR",1,0,"181002.2","10/2/2018",NA,15,0.001,"","",0.028,0.004,"mg N/L","180919.1","9/19/2018",2,NA,"","",1586.03,NA,"uEQ/L","5119.1","2/20/2019",NA,156,0.012,"","",37.277,0.024,"mg/L","180921.1","9/21/2018",NA,4,0.003,"","",120.843,0.005,"mg/L","180919","9/19/2018",2,NA,"","",22,NA,"APHA PT-CO","180919.1","9/19/2018",2,NA,"","",619.9,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,14,0.026,"","",4.3,0.2,"mg/L","5119.1","2/20/2019",NA,156,0.001,"","",11.193,0.002,"mg/L","180921.1","9/21/2018",NA,4,2e-04,"","",1.9633,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,4,1e-04,"","","0.0019",0.001,"mg N/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.008,"","",2.3,"mg N/L",10,0.008,"","",2.419,0.02,"mg N/L","180919.1","9/19/2018",2,"","",8.11,"Std. Units","5119.1","2/20/2019",NA,156,0.027,"","",3.386,0.054,"mg/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.5,"","",139.844,"ug/L",10,0.5,"","",182.086,4,"ug/L","180921.2","9/21/2018",4,0.003,"","",11.079,0.01,"mg/L","5119.1","2/20/2019",NA,156,0.003,"","",61.698,0.006,"mg/L","180921.1","9/21/2018",NA,4,0.001,"","",17.029,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",2,NA,"","","4.8",2,"mg/L","180919.1","9/19/2018",2,NA,"","",3.04,1,"NTU","9/19/2018","","181015.1","10/15/2018",28,0.24,"","2.34",NA,"ug/L",500,"","",NA,"","",NA
2013518,"4/28/2021","NRS18_KS_10137","9/17/2018",1,"KS",39.24811923,-94.91314785,"PLNLOW","TPL","Region_07","KS","","","WRS","WATER","REGULAR",1,0,"181002.2","10/2/2018",NA,15,0.001,"","",0.026,0.004,"mg N/L","180919.1","9/19/2018",2,NA,"","",4604.38,NA,"uEQ/L","5119.1","2/20/2019",NA,156,0.012,"","",77.52,0.024,"mg/L","180921.1","9/21/2018",NA,4,0.003,"","",28.046,0.005,"mg/L","180919","9/19/2018",2,NA,"","",10,NA,"APHA PT-CO","180919.1","9/19/2018",2,NA,"","",571.5,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,14,0.026,"","",2.67,0.2,"mg/L","5119.1","2/20/2019",NA,156,0.001,"","",12.426,0.002,"mg/L","180921.1","9/21/2018",NA,4,2e-04,"L","EST",0.0016,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,4,1e-04,"ND","MDL (0.0001)","",0.001,"","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.008,"","",0.246,"mg N/L",10,0.008,"","",0.345,0.02,"mg N/L","180919.1","9/19/2018",2,"","",8.12,"Std. Units","5119.1","2/20/2019",NA,156,0.027,"","",5.031,0.054,"mg/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.5,"","",74.949,"ug/L",10,0.5,"","",125.211,4,"ug/L","180921.2","9/21/2018",4,0.003,"","",13.478,0.01,"mg/L","5119.1","2/20/2019",NA,156,0.003,"","",24.789,0.006,"mg/L","180921.1","9/21/2018",NA,4,0.001,"","",25.555,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",2,NA,"","","4.5",2,"mg/L","180919.1","9/19/2018",2,NA,"","",3.75,1,"NTU","9/19/2018","","181015.1","10/15/2018",28,0.24,"","2.83",NA,"ug/L",700,"","",NA,"","",NA
2013519,"4/28/2021","NRS18_WY_10052","9/17/2018",1,"WY",43.61834598,-104.2088301,"PLNLOW","NPL","Region_08","WY","","","WRS","WATER","REGULAR",1,0,"181002.1","10/2/2018",NA,15,0.001,"","",0.008,0.004,"mg N/L","180919.1","9/19/2018",2,NA,"","",5419.26,NA,"uEQ/L","5119.1","2/20/2019",NA,156,0.012,"","",247.158,0.024,"mg/L","180921.1","9/21/2018",NA,4,0.003,"","",85.685,0.005,"mg/L","180919","9/19/2018",2,NA,"","",5,NA,"APHA PT-CO","180919.1","9/19/2018",2,NA,"","",4484.2,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,14,0.026,"","",7.53,0.2,"mg/L","5119.1","2/20/2019",NA,156,0.001,"","",215.211,0.002,"mg/L","180921.1","9/21/2018",NA,4,2e-04,"L","EST",0.0012,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,4,1e-04,"","","0.014",0.001,"mg N/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.008,"","",0.529,"mg N/L",10,0.008,"","",0.641,0.02,"mg N/L","180919.1","9/19/2018",2,"","",8.25,"Std. Units","5119.1","2/20/2019",NA,156,0.027,"","",13.035,0.054,"mg/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.5,"","",9.409,"ug/L",10,0.5,"","",28.336,4,"ug/L","180921.1","9/21/2018",4,0.003,"","",1.484,0.01,"mg/L","5119.1","2/20/2019",NA,156,0.003,"","",644.731,0.006,"mg/L","180921.1","9/21/2018",NA,4,0.001,"","",2305.585,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",2,NA,"","","6.5",2,"mg/L","180919.1","9/19/2018",2,NA,"","",5.66,1,"NTU","9/19/2018","","181015.1","10/15/2018",28,0.24,"","6.37",NA,"ug/L",500,"","",NA,"","",NA
2013520,"4/28/2021","NRS18_WY_11308","9/17/2018",1,"WY",43.83300223,-104.4068878,"PLNLOW","NPL","Region_08","WY","","","WRS","WATER","REGULAR",1,0,"181002.1","10/2/2018",NA,15,0.001,"","",0.012,0.004,"mg N/L","180919.1","9/19/2018",2,NA,"","",6040.7,NA,"uEQ/L","5119.1","2/20/2019",NA,156,0.012,"","",75.304,0.024,"mg/L","180921.1","9/21/2018",NA,4,0.003,"","",71.58,0.005,"mg/L","180919","9/19/2018",2,NA,"","",8,NA,"APHA PT-CO","180919.1","9/19/2018",2,NA,"","",2446,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,14,0.026,"","",8.71,0.2,"mg/L","5119.1","2/20/2019",NA,156,0.001,"","",37.372,0.002,"mg/L","180921.1","9/21/2018",NA,4,2e-04,"","",0.0026,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,4,1e-04,"","","0.0088",0.001,"mg N/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.008,"","",0.601,"mg N/L",10,0.008,"","",0.865,0.02,"mg N/L","180919.1","9/19/2018",2,"","",8.42,"Std. Units","5119.1","2/20/2019",NA,156,0.027,"","",10.142,0.054,"mg/L","180927.1","9/27/2018",181004.2,"10/4/2018",17,0.5,"","",25.001,"ug/L",10,0.5,"","",124.336,4,"ug/L","180921.1","9/21/2018",4,0.003,"","",0.335,0.01,"mg/L","5119.1","2/20/2019",NA,156,0.003,"","",421.178,0.006,"mg/L","180921.1","9/21/2018",NA,4,0.001,"","",833.481,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",2,NA,"","","57.2",2,"mg/L","180919.1","9/19/2018",2,NA,"","",37.17,1,"NTU","9/19/2018","","181015.1","10/15/2018",28,0.24,"","14.1",NA,"ug/L",250,"","",NA,"","",NA
2013521,"4/28/2021","NRS18_IL_10022","9/18/2018",1,"IL",38.72383788,-89.49259979,"PLNLOW","TPL","Region_05","IL","","","WRS","WATER","REGULAR",1,0,"181002.1","10/2/2018",NA,14,0.001,"","",0.034,0.004,"mg N/L","180919.1","9/19/2018",1,NA,"","",2922.59,NA,"uEQ/L","5119.1","2/20/2019",NA,155,0.012,"","",40.687,0.024,"mg/L","180921.1","9/21/2018",NA,3,0.003,"","",16.944,0.005,"mg/L","180919","9/19/2018",1,NA,"","",15,NA,"APHA PT-CO","180919.1","9/19/2018",1,NA,"","",396.4,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,13,0.026,"","",4.74,0.2,"mg/L","5119.1","2/20/2019",NA,155,0.001,"","",14.71,0.002,"mg/L","180921.1","9/21/2018",NA,3,2e-04,"","",0.6553,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,3,1e-04,"ND","MDL (0.0001)","",0.001,"","180927.1","9/27/2018",181004.2,"10/4/2018",16,0.008,"","",1.134,"mg N/L",9,0.008,"","",1.344,0.02,"mg N/L","180919.1","9/19/2018",1,"","",8.18,"Std. Units","5119.1","2/20/2019",NA,155,0.027,"","",5.957,0.054,"mg/L","180927.1","9/27/2018",181004.2,"10/4/2018",16,0.5,"","",87.391,"ug/L",9,0.5,"","",214.586,4,"ug/L","180921.2","9/21/2018",3,0.003,"","",8.705,0.01,"mg/L","5119.1","2/20/2019",NA,155,0.003,"","",16.54,0.006,"mg/L","180921.1","9/21/2018",NA,3,0.001,"","",24.787,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",1,NA,"","","48.2",2,"mg/L","180919.1","9/19/2018",1,NA,"","",21.18,1,"NTU","9/19/2018","","181015.1","10/15/2018",27,0.24,"","21.6",NA,"ug/L",250,"","",NA,"","",NA
2013522,"4/28/2021","NRS18_AR_10009","9/18/2018",2,"AR",34.78806198,-91.87004886,"PLNLOW","CPL","Region_06","AR","","","WRS","WATER","REGULAR",1,0,"181002.2","10/2/2018",NA,14,0.001,"","",0.141,0.004,"mg N/L","180920.1","9/20/2018",2,NA,"","",1490.85,NA,"uEQ/L","5119.1","2/20/2019",NA,155,0.012,"","",17.908,0.024,"mg/L","180921.1","9/21/2018",NA,3,0.003,"","",36.037,0.005,"mg/L","180920","9/20/2018",2,NA,"","",5,NA,"APHA PT-CO","180920.1","9/20/2018",2,NA,"","",296.6,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,13,0.026,"","",7.15,0.2,"mg/L","5119.1","2/20/2019",NA,155,0.001,"","",7.531,0.002,"mg/L","180921.1","9/21/2018",NA,3,2e-04,"","",0.2016,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,3,1e-04,"L","EST","4.00E-04",0.001,"mg N/L","181010.1","10/10/2018",181004.2,"10/4/2018",16,0.008,"","",1.023,"mg N/L",22,0.008,"","",2.27,0.02,"mg N/L","180920.1","9/20/2018",2,"","",7.96,"Std. Units","5119.1","2/20/2019",NA,155,0.027,"","",4.302,0.054,"mg/L","181010.1","10/10/2018",181004.2,"10/4/2018",16,0.5,"","",74.725,"ug/L",22,0.5,"","",277.084,4,"ug/L","180921.2","9/21/2018",3,0.003,"","",9.613,0.01,"mg/L","5119.1","2/20/2019",NA,155,0.003,"","",29.501,0.006,"mg/L","180921.1","9/21/2018",NA,3,0.001,"","",10.91,0.08,"mg/L","","",NA,NA,"","","",NA,"","180921.1","9/21/2018",3,NA,"","","25",2,"mg/L","180920.1","9/20/2018",2,NA,"","",21.48,1,"NTU","9/20/2018","","181017.1","10/17/2018",29,0.24,"H","90.44",NA,"ug/L",180,"","",NA,"","",NA
2013523,"4/28/2021","NRS18_MI_10040","9/18/2018",1,"MI",45.36446152,-84.5085825,"PLNLOW","UMW","Region_05","MI","","","WRS","WATER","REGULAR",1,0,"181002.1","10/2/2018",NA,14,0.001,"","",0.009,0.004,"mg N/L","180919.1","9/19/2018",1,NA,"","",4094.64,NA,"uEQ/L","5119.1","2/20/2019",NA,155,0.012,"","",61.484,0.024,"mg/L","180921.1","9/21/2018",NA,3,0.003,"","",6.045,0.005,"mg/L","180919","9/19/2018",1,NA,"","",10,NA,"APHA PT-CO","180919.1","9/19/2018",1,NA,"","",419.2,2,"uS/cm at 25 C","181001.1","10/1/2018",NA,13,0.026,"","",3.23,0.2,"mg/L","5119.1","2/20/2019",NA,155,0.001,"","",16.327,0.002,"mg/L","180921.1","9/21/2018",NA,3,2e-04,"","",0.0391,0.0025,"mg N/L","","",NA,NA,"","",NA,NA,"","180921.1","9/21/2018",NA,3,1e-04,"ND","MDL (0.0001)","",0.001,"","180927.1","9/27/2018",181004.2,"10/4/2018",16,0.008,"","",0.196,"mg N/L",9,0.008,"","",0.275,0.02,"mg N/L","180919.1","9/19/2018",1,"","",8.39,"Std. Units","5119.1","2/20/2019",NA,155,0.027,"","",0.816,0.054,"mg/L","180927.1","9/27/2018",181004.2,"10/4/2018",16,0.5,"","",4.761,"ug/L",9,0.5,"","",13.336,4,"ug/L","180921.2","9/21/2018",3,0.003,"","",8.793,0.01,"mg/L","5119.1","2/20/2019",NA,155,0.003,"","",4.455,0.006,"mg/L","180921.1","9/21/2018",NA,3,0.001,"","",7.908,0.08,"mg/L","","",NA,NA,"","","",NA,"","180919.1","9/19/2018",1,NA,"","","5.7",2,"mg/L","180919.1","9/19/2018",1,NA,"","",2.63,1,"NTU","9/19/2018","","181015.1","10/15/2018",27,0.24,"","2.36",NA,"ug/L",500,"","",NA,"","",NA
